COMPANY;MES;ANO;DATA_PARCELA_1;PARCELA1;DATA_PARCELA_2;PARCELA_2;DATA_PARCELA_3;PARCELA_3
587aaac9eb899ca0f9f757f1f1250096afb88fa96934fc7e2be14790f2a3a1c8;5;2019;15/06/19;0;25/06/19;337641,5325;05/07/19;0
ae610f52f0590cbb6677b030fe70405ee7aa96e97d61d79e32122fa90d797ab1;5;2019;15/06/19;0;25/06/19;673933,3875;05/07/19;0
bea410d04f41874bdd9a20431b1ac7f0596f1521ea27ae828f75fe13d157b417;5;2019;15/06/19;83436,7725;25/06/19;83436,7725;05/07/19;83436,765
13e8029d70913f8483aa06a67dc0a7c8bc8f0810938e8c2fe459f8b78a537d7f;5;2019;15/06/19;0;25/06/19;1212,5175;05/07/19;0
49f572f108a923aa49fa5dd4d69bbb55a393f5299b7292c47be56b9d64206660;5;2019;15/06/19;0;25/06/19;75985,62;05/07/19;0
a88f77fbb1b9bc0c9f4c8a2d650e240c818fba02c7cf37151af6b594c7b519a3;5;2019;15/06/19;0;25/06/19;71812,305;05/07/19;0
22d9d5cffc8a719720bdb1842a4a625e22539fb14e09b719c49bda55a9c4bbd7;5;2019;15/06/19;0;25/06/19;67509,3675;05/07/19;0
2cad427f444c0a78b7528ce4b19d2785717093455a5f7c06a3bb25335a05133a;5;2019;15/06/19;0;25/06/19;12889,935;05/07/19;0
4f3127408ba23b9ad93d27baa364e51c116045a811ac96d75769dcd8f6b8d8c6;5;2019;15/06/19;0;25/06/19;3909046,1925;05/07/19;0
7ae353f62c16f0ef9ad0b65bb6aa031fa27fbbc32d317a4adc137fbc691cf87e;5;2019;15/06/19;0;25/06/19;1376747,985;05/07/19;0
0ab6396c04f71b461d43bb48b3a7cacffcc09252aacb1bd519cd1f2ba5ba6cbe;5;2019;15/06/19;0;25/06/19;62567,55;05/07/19;0
37d7ae4a3b2162d3e7b1fd9a5deb39eaf6b0094e10dd367a15d34961f49f10e0;5;2019;15/06/19;8912,0025;25/06/19;8912,0025;05/07/19;8912,0025
840d538ab83b956c5e0a417004e0763c26f737d6cce03e00dae6ba6f4eb6ea61;5;2019;15/06/19;46341,57;25/06/19;46341,57;05/07/19;46341,5775
2cad427f444c0a78b7528ce4b19d2785717093455a5f7c06a3bb25335a05133a;5;2019;15/06/19;0;25/06/19;4099,5375;05/07/19;0
c487b40198cff7144798ee944048134f16709935dea124b2b28ed244cb568bcf;5;2019;15/06/19;0;25/06/19;17596,0875;05/07/19;0
a3a8e7c4aae18f94595e1063a890f1067373ec9588d892ea1948fb943e1ea041;5;2019;15/06/19;0;25/06/19;391139,6925;05/07/19;0
3f0efb1fad24f56f3f2b9ef9466a97bcc275937b444d7253690cc98ba0bb7a72;5;2019;15/06/19;0;25/06/19;2909,3475;05/07/19;0
43261d5727c06339359c5f0aace80318821cac1141a039987b63b6a1a64bdd36;5;2019;15/06/19;324281,5725;25/06/19;324281,5725;05/07/19;324281,565
bac2ea73eff76151887853ea0513bcceba99078c5efc7e96d31ae9a3880dd2ed;5;2019;15/06/19;0;25/06/19;53606,6025;05/07/19;0
0f074171fb28ccc58f8761a2dce884108d92c1db5023767bae698f2b307a1791;5;2019;15/06/19;0;25/06/19;233,04;05/07/19;0
2ac35a25673eaa7771f283c04ed8d5488c09e67e3912bd4672a0989775cfcf62;5;2019;15/06/19;115498,5825;25/06/19;115498,5825;05/07/19;115498,575
c9c4364be2a27be717cebf3ade3d3137e9fe978b25fe0d3da5c13f21e365b0a0;5;2019;15/06/19;0;25/06/19;102829,9875;05/07/19;0
50899a7c990b481f18a4ef5e1bdfa5f74cead1dbe70f8b0e7b85f49247f7543f;5;2019;15/06/19;0;25/06/19;10301,175;05/07/19;0
13e8029d70913f8483aa06a67dc0a7c8bc8f0810938e8c2fe459f8b78a537d7f;5;2019;15/06/19;0;25/06/19;41274,5475;05/07/19;0
2cad427f444c0a78b7528ce4b19d2785717093455a5f7c06a3bb25335a05133a;5;2019;15/06/19;0;25/06/19;7585,155;05/07/19;0
0ab6396c04f71b461d43bb48b3a7cacffcc09252aacb1bd519cd1f2ba5ba6cbe;5;2019;15/06/19;0;25/06/19;16587,9525;05/07/19;0
4aeda8377389acfbc604d5fa78cb4d17dcd5320213a1d60c8b3f51f6673d8505;5;2019;15/06/19;0;25/06/19;344622,27;05/07/19;0
2cad427f444c0a78b7528ce4b19d2785717093455a5f7c06a3bb25335a05133a;5;2019;15/06/19;0;25/06/19;1544,28;05/07/19;0
40659c5ecd638066aa5ef2b7a62956b1600c84c0e49aeadd844488ae23ac90de;5;2019;15/06/19;24461,985;25/06/19;24461,985;05/07/19;24461,9775
0ab6396c04f71b461d43bb48b3a7cacffcc09252aacb1bd519cd1f2ba5ba6cbe;5;2019;15/06/19;0;25/06/19;35656,8525;05/07/19;0
13e8029d70913f8483aa06a67dc0a7c8bc8f0810938e8c2fe459f8b78a537d7f;5;2019;15/06/19;0;25/06/19;12399,5475;05/07/19;0
cb1f53e634bb83b35b3299fb6a00d6e15fb71b742496dedda49ee6e267e7b810;5;2019;15/06/19;0;25/06/19;365396,265;05/07/19;0
3d39e570b623e785da6a4c1cbf6afcf8bedb68e4bbf1167b8b5a90a6192c7b57;5;2019;15/06/19;56634,9225;25/06/19;56634,9225;05/07/19;56634,9225
2481eaa64d814136e4a01de8913359d2417f2ae4e4fbddec5ccbff00a9173dfa;5;2019;15/06/19;20431,98;25/06/19;20431,98;05/07/19;20431,9875
020f4437c773d4dba3bf6bf2a4ebe3d40b5946b6f0f19fae1279b84f9d68c8de;5;2019;15/06/19;24350,67;25/06/19;24350,67;05/07/19;24350,6775
955ea904d2c0dce593d3b5bff11ff99fc9dd25d69aee1b234c31acb060c7a299;5;2019;15/06/19;0;25/06/19;59729,6475;05/07/19;0
f3ccb4c601296c5eb68b82ea48b440ee8dfa35fd6bc169657d4a6a8fba3c3fff;5;2019;15/06/19;0;25/06/19;191748,5325;05/07/19;0
a23dd91fcce4545840044e21ea5a1e917e7d4b65333664a15f91391304ed52de;5;2019;15/06/19;11939,415;25/06/19;11939,415;05/07/19;11939,4075
955ea904d2c0dce593d3b5bff11ff99fc9dd25d69aee1b234c31acb060c7a299;5;2019;15/06/19;0;25/06/19;16295,115;05/07/19;0
6804ebaffa50ed076556c65f8b1a3184ff16eca1588f6b2428c9242f1f13252a;5;2019;15/06/19;0;25/06/19;193393,7025;05/07/19;0
43261d5727c06339359c5f0aace80318821cac1141a039987b63b6a1a64bdd36;5;2019;15/06/19;219536,655;25/06/19;219536,655;05/07/19;219536,655
43df7b0fa6398254398f33e6a90df697687ade401dbd8329d879f07469268a98;5;2019;15/06/19;0;25/06/19;26784,495;05/07/19;0
37956109bf722b8417155c01783625e441550c09e0fc1d91dd6bf983453ace35;5;2019;15/06/19;0;25/06/19;432544,9725;05/07/19;0
8ee9dce4510479f9e153df273e778e86ee30b54a2fcd4e5f9473ecfc4bed2dd2;5;2019;15/06/19;0;25/06/19;498278,46;05/07/19;0
0ab6396c04f71b461d43bb48b3a7cacffcc09252aacb1bd519cd1f2ba5ba6cbe;6;2019;15/07/19;0;25/07/19;10532,3925;05/08/19;0
b323ecbccb09fb95e36ce0dec2da4699548bdfcdfcff6cc1fa678bf5db3112fb;6;2019;15/07/19;9298,2225;25/07/19;9298,2225;05/08/19;9298,23
82506e17462cb23051987529a7a3a412bba138e63bd31c0634dc047114da8e8b;6;2019;15/07/19;0;25/07/19;11820,855;05/08/19;0
50899a7c990b481f18a4ef5e1bdfa5f74cead1dbe70f8b0e7b85f49247f7543f;6;2019;15/07/19;0;25/07/19;279676,7775;05/08/19;0
bac2ea73eff76151887853ea0513bcceba99078c5efc7e96d31ae9a3880dd2ed;6;2019;15/07/19;0;25/07/19;121694,7075;05/08/19;0
50899a7c990b481f18a4ef5e1bdfa5f74cead1dbe70f8b0e7b85f49247f7543f;6;2019;15/07/19;0;25/07/19;369011,5275;05/08/19;0
bac2ea73eff76151887853ea0513bcceba99078c5efc7e96d31ae9a3880dd2ed;6;2019;15/07/19;0;25/07/19;0,24;05/08/19;0
2cad427f444c0a78b7528ce4b19d2785717093455a5f7c06a3bb25335a05133a;6;2019;15/07/19;0;25/07/19;55570,695;05/08/19;0
3a80a0add00aa05156487dc5bceb0f1647bb80425a4f03bf77193f110a98766f;6;2019;15/07/19;0;25/07/19;23329,1025;05/08/19;0
bac2ea73eff76151887853ea0513bcceba99078c5efc7e96d31ae9a3880dd2ed;6;2019;15/07/19;0;25/07/19;3746904,2175;05/08/19;0
6fee5b3f64ac1ac4e6e189ad578067437335a10f43c692754dcd752bda273cb2;6;2019;15/07/19;14604,705;25/07/19;14604,705;05/08/19;14604,7125
cd132417c152f85602ab871148411f353a2cb4a4b38ad159a999a55bec4ddc3b;6;2019;15/07/19;0;25/07/19;493066,0575;05/08/19;0
df87b5390dd86fda1736d40e849af12da1ecee378d5dc6285d5bb249664ba18d;6;2019;15/07/19;24423,9375;25/07/19;24423,9375;05/08/19;24423,9375
0ab6396c04f71b461d43bb48b3a7cacffcc09252aacb1bd519cd1f2ba5ba6cbe;6;2019;15/07/19;0;25/07/19;54912,5025;05/08/19;0
d0ac63607a1b3610d3b176cc0fcc83bbcf81c5cec38245c6ba78997c66b6754d;6;2019;15/07/19;38840,145;25/07/19;38840,145;05/08/19;38840,145
50899a7c990b481f18a4ef5e1bdfa5f74cead1dbe70f8b0e7b85f49247f7543f;6;2019;15/07/19;0;25/07/19;18742,4925;05/08/19;0
7a7fb45a80dfabfca72007b24f85936253cf81458a4b4ba3eb59fd9628fc799a;6;2019;15/07/19;0;25/07/19;7811,145;05/08/19;0
6e54ba0504e870c69594c2889f3f76c6f81520fed24c433ca862455ececa4750;6;2019;15/07/19;0;25/07/19;14965,5225;05/08/19;0
ac78268421dc32d7cee87d44cd9da7dc1c578b76fe86f8af62da700c6bd60603;6;2019;15/07/19;53028,6075;25/07/19;53028,6075;05/08/19;53028,6
6c65392df906255b7c79c1b887802bc922f818200db8c76ec53c1a76f5143b47;6;2019;15/07/19;0;25/07/19;106769,67;05/08/19;0
c487b40198cff7144798ee944048134f16709935dea124b2b28ed244cb568bcf;6;2019;15/07/19;0;25/07/19;88277,0175;05/08/19;0
50899a7c990b481f18a4ef5e1bdfa5f74cead1dbe70f8b0e7b85f49247f7543f;6;2019;15/07/19;0;25/07/19;32625,3;05/08/19;0
c487b40198cff7144798ee944048134f16709935dea124b2b28ed244cb568bcf;6;2019;15/07/19;0;25/07/19;2615,1675;05/08/19;0
ea71d6b861cca8d73dc2447cf91efd30c23b5432e2f8c60ad45514648b938e4d;6;2019;15/07/19;72038,85;25/07/19;72038,85;05/08/19;72038,85
bac2ea73eff76151887853ea0513bcceba99078c5efc7e96d31ae9a3880dd2ed;6;2019;15/07/19;0;25/07/19;222946,95;05/08/19;0
732b9ab1a0914c5cc3e1c105d33328a31c36242be6af1ee0ce099f5f75b92ca7;6;2019;15/07/19;0;25/07/19;186198,615;05/08/19;0
5db1cd43f2bfbb2b48f8e0a19c6a0155ba2ab11d61aee1f8e248224b084bd8a8;6;2019;15/07/19;0;25/07/19;23128,6275;05/08/19;0
6e5083d53bf280287e75d646967cfea7a73e04c7a3b349b14ab82af84adc14a0;6;2019;15/07/19;0;25/07/19;72449,6475;05/08/19;0
0b4bfb7277f2d169e7c3b6fd22656e818ac6e1c4ccc8d35dff2ede68fe155425;6;2019;15/07/19;57128,7375;25/07/19;57128,7375;05/08/19;57128,7375
a0e3f9c641c8babca15e4e7c8c2e09a9c63f5559adf1847d74b3fe307db9f3aa;6;2019;15/07/19;0;25/07/19;268552,26;05/08/19;0
4329f65347af6d9e9ea48bfa380843a3581ffd9a42c65270101284e8cabb1b15;6;2019;15/07/19;0;25/07/19;15731,685;05/08/19;0
ef808b6ad3c2e31fdf3da46626f836bb043edc47fa8ee44b9787af75103a1638;6;2019;15/07/19;0;25/07/19;1127069,235;05/08/19;0
2cad427f444c0a78b7528ce4b19d2785717093455a5f7c06a3bb25335a05133a;6;2019;15/07/19;0;25/07/19;14973,345;05/08/19;0
88d31b93730ed52eb740e5007487a2e9ca48f071d0071eaefaf42e123cb932db;6;2019;15/07/19;0;25/07/19;151805,2125;05/08/19;0
955ea904d2c0dce593d3b5bff11ff99fc9dd25d69aee1b234c31acb060c7a299;6;2019;15/07/19;0;25/07/19;3234,2775;05/08/19;0
a88f77fbb1b9bc0c9f4c8a2d650e240c818fba02c7cf37151af6b594c7b519a3;6;2019;15/07/19;0;25/07/19;1176502,7775;05/08/19;0
50bdd24c92af81413731444c4985ace3032a2b4b34b389cb4c0d9fbd8deecb84;6;2019;15/07/19;8892,66;25/07/19;8892,66;05/08/19;8892,66
bac2ea73eff76151887853ea0513bcceba99078c5efc7e96d31ae9a3880dd2ed;6;2019;15/07/19;0;25/07/19;8675,7075;05/08/19;0
e22636de493f4bab61f6d1d3aa1ca9a4ec546165c7b31a54235bb83bd0ef29c6;6;2019;15/07/19;0;25/07/19;90030,495;05/08/19;0
c36ca8cef2aaa896eda0383a1a1af7df8b084b24e56c1e8c5c386d356ff3689d;6;2019;15/07/19;0;25/07/19;54435,09;05/08/19;0
bac2ea73eff76151887853ea0513bcceba99078c5efc7e96d31ae9a3880dd2ed;6;2019;15/07/19;0;25/07/19;2182,5225;05/08/19;0
0ab6396c04f71b461d43bb48b3a7cacffcc09252aacb1bd519cd1f2ba5ba6cbe;6;2019;15/07/19;0;25/07/19;403522,11;05/08/19;0
adff7f33d1a24b2bf8eb59749dbc1281ab9277476f508a8edfc360599f83b9e5;6;2019;15/07/19;0;25/07/19;10969,89;05/08/19;0
bac2ea73eff76151887853ea0513bcceba99078c5efc7e96d31ae9a3880dd2ed;6;2019;15/07/19;0;25/07/19;13526,5275;05/08/19;0
233d1fd377d0f2d62aa0cc0a9901149077bc4083d4e41c7b2f95b42a662db321;6;2019;15/07/19;0;25/07/19;19382,475;05/08/19;0
2cad427f444c0a78b7528ce4b19d2785717093455a5f7c06a3bb25335a05133a;6;2019;15/07/19;0;25/07/19;22489,0575;05/08/19;0
2cad427f444c0a78b7528ce4b19d2785717093455a5f7c06a3bb25335a05133a;6;2019;15/07/19;0;25/07/19;19803,63;05/08/19;0
a8d11a09f77a6220f32a346234e8736f8a7bb6141a8f1cf07f8b6fdb31030425;6;2019;15/07/19;0;25/07/19;667907,325;05/08/19;0
06f8949a562ed73c3dc89e637148a5c3c5095cb037accaef1364521c962ffedb;6;2019;15/07/19;0;25/07/19;31403,2125;05/08/19;0
2cad427f444c0a78b7528ce4b19d2785717093455a5f7c06a3bb25335a05133a;6;2019;15/07/19;0;25/07/19;27003,9825;05/08/19;0
61c61504181d2e6c8bf66ab9fcb25fdfb140c8d40e5e3f623bc817d4e0fc4b91;6;2019;15/07/19;0;25/07/19;351067,11;05/08/19;0
c79c53924117ec71ea389ce1de03f00495a5a67d45ed5ac5fc67744827464f1b;6;2019;15/07/19;0;25/07/19;54266,07;05/08/19;0
eab10c13caa04595d0bd18b33ca786aee1650e4639ad4df72924f6156d7a91ae;6;2019;15/07/19;15865,6575;25/07/19;15865,6575;05/08/19;15865,665
c738b8801ff6ef293c2e53f07c90d9b5e856c928b90fa42cbd92daed72471946;6;2019;15/07/19;0;25/07/19;255627,69;05/08/19;0
3a80a0add00aa05156487dc5bceb0f1647bb80425a4f03bf77193f110a98766f;6;2019;15/07/19;0;25/07/19;64823,6775;05/08/19;0
d61ea545dbca5e0e2056820c1e37ee00bb8a7d7bdf2009c645e5842fda8647be;6;2019;15/07/19;0;25/07/19;0;05/08/19;0
86bb5ba0b4dcb6cdb3fa4735d0768c6876cdb5750fda5fefbdccf9ed9e91119f;6;2019;15/07/19;4246,95;25/07/19;4246,95;05/08/19;4246,95
72f216d3729ab95bac50f075f1447d1eb03c0f9d12350a11131bb7ce4b55a555;6;2019;15/07/19;0;25/07/19;81281,9025;05/08/19;0
edd1089cd0dfdc89dc520b3f2699b03392a0e8ce06e99ef2988c7dbe81436f6e;6;2019;15/07/19;46429,965;25/07/19;46429,965;05/08/19;46429,9575
fd381d894fc086bfddb39831b03e5d7429c271b67da827edfa28a3fdd94f2ae9;6;2019;15/07/19;29915,535;25/07/19;29915,535;05/08/19;29915,5425
bac2ea73eff76151887853ea0513bcceba99078c5efc7e96d31ae9a3880dd2ed;6;2019;15/07/19;0;25/07/19;1028,2425;05/08/19;0
9982344b22000dcfc97cdc33c3c0039d286be0a47ffbbac10a49778b73a0d071;6;2019;15/07/19;21787,77;25/07/19;21787,77;05/08/19;21787,77
bac2ea73eff76151887853ea0513bcceba99078c5efc7e96d31ae9a3880dd2ed;6;2019;15/07/19;0;25/07/19;498119,94;05/08/19;0
659b322adda32e456e051f1d89aadb893f21ee7822701e5e0cc872d833c6da96;6;2019;15/07/19;0;25/07/19;9857,04;05/08/19;0
01168cab89ceaf5ecd0e6b9aca711a04e259076b6cf1c3655063166a7f27b6a0;6;2019;15/07/19;0;25/07/19;137517,435;05/08/19;0
955ea904d2c0dce593d3b5bff11ff99fc9dd25d69aee1b234c31acb060c7a299;6;2019;15/07/19;0;25/07/19;36747,45;05/08/19;0
b4b11c57c7ec0324ee2acd456592f8bbe254eb5d11521c76666a71a80e2c98e0;6;2019;15/07/19;0;25/07/19;55674,3525;05/08/19;0
49f572f108a923aa49fa5dd4d69bbb55a393f5299b7292c47be56b9d64206660;6;2019;15/07/19;0;25/07/19;76192,68;05/08/19;0
7ae353f62c16f0ef9ad0b65bb6aa031fa27fbbc32d317a4adc137fbc691cf87e;6;2019;15/07/19;0;25/07/19;1388714,025;05/08/19;0
c487b40198cff7144798ee944048134f16709935dea124b2b28ed244cb568bcf;6;2019;15/07/19;0;25/07/19;17561,985;05/08/19;0
50899a7c990b481f18a4ef5e1bdfa5f74cead1dbe70f8b0e7b85f49247f7543f;6;2019;15/07/19;0;25/07/19;10283,4075;05/08/19;0
40659c5ecd638066aa5ef2b7a62956b1600c84c0e49aeadd844488ae23ac90de;6;2019;15/07/19;24420,1725;25/07/19;24420,1725;05/08/19;24420,18
020f4437c773d4dba3bf6bf2a4ebe3d40b5946b6f0f19fae1279b84f9d68c8de;6;2019;15/07/19;23556,7275;25/07/19;23556,7275;05/08/19;23556,735
43261d5727c06339359c5f0aace80318821cac1141a039987b63b6a1a64bdd36;6;2019;15/07/19;238694,6325;25/07/19;238694,6325;05/08/19;238694,64
0ab6396c04f71b461d43bb48b3a7cacffcc09252aacb1bd519cd1f2ba5ba6cbe;7;2019;15/08/19;0;25/08/19;12129,375;05/09/19;0
b323ecbccb09fb95e36ce0dec2da4699548bdfcdfcff6cc1fa678bf5db3112fb;7;2019;15/08/19;9920,7675;25/08/19;9920,7675;05/09/19;9920,775
82506e17462cb23051987529a7a3a412bba138e63bd31c0634dc047114da8e8b;7;2019;15/08/19;0;25/08/19;20195,55;05/09/19;0
50899a7c990b481f18a4ef5e1bdfa5f74cead1dbe70f8b0e7b85f49247f7543f;7;2019;15/08/19;0;25/08/19;315017,445;05/09/19;0
bac2ea73eff76151887853ea0513bcceba99078c5efc7e96d31ae9a3880dd2ed;7;2019;15/08/19;0;25/08/19;131592,5925;05/09/19;0
50899a7c990b481f18a4ef5e1bdfa5f74cead1dbe70f8b0e7b85f49247f7543f;7;2019;15/08/19;0;25/08/19;409739,79;05/09/19;0
bac2ea73eff76151887853ea0513bcceba99078c5efc7e96d31ae9a3880dd2ed;7;2019;15/08/19;0;25/08/19;765,3525;05/09/19;0
2cad427f444c0a78b7528ce4b19d2785717093455a5f7c06a3bb25335a05133a;7;2019;15/08/19;0;25/08/19;61723,14;05/09/19;0
3a80a0add00aa05156487dc5bceb0f1647bb80425a4f03bf77193f110a98766f;7;2019;15/08/19;0;25/08/19;25001,7225;05/09/19;0
bac2ea73eff76151887853ea0513bcceba99078c5efc7e96d31ae9a3880dd2ed;7;2019;15/08/19;0;25/08/19;4104159,555;05/09/19;0
6fee5b3f64ac1ac4e6e189ad578067437335a10f43c692754dcd752bda273cb2;7;2019;15/08/19;15646,9575;25/08/19;15646,9575;05/09/19;15646,9575
cd132417c152f85602ab871148411f353a2cb4a4b38ad159a999a55bec4ddc3b;7;2019;15/08/19;0;25/08/19;525573,21;05/09/19;0
df87b5390dd86fda1736d40e849af12da1ecee378d5dc6285d5bb249664ba18d;7;2019;15/08/19;27078,8925;25/08/19;27078,8925;05/09/19;27078,8925
d0ac63607a1b3610d3b176cc0fcc83bbcf81c5cec38245c6ba78997c66b6754d;7;2019;15/08/19;0;25/08/19;121873,8525;05/09/19;0
04e7332ff0dbda4829c0f3c092472da5717164ed96064b6d057cfd02748d4ff8;7;2019;15/08/19;77427,3975;25/08/19;77427,3975;05/09/19;77427,405
50899a7c990b481f18a4ef5e1bdfa5f74cead1dbe70f8b0e7b85f49247f7543f;7;2019;15/08/19;0;25/08/19;20117,2425;05/09/19;0
0ab6396c04f71b461d43bb48b3a7cacffcc09252aacb1bd519cd1f2ba5ba6cbe;7;2019;15/08/19;0;25/08/19;60706,695;05/09/19;0
7a7fb45a80dfabfca72007b24f85936253cf81458a4b4ba3eb59fd9628fc799a;7;2019;15/08/19;0;25/08/19;8414,2875;05/09/19;0
6e54ba0504e870c69594c2889f3f76c6f81520fed24c433ca862455ececa4750;7;2019;15/08/19;0;25/08/19;16171,1475;05/09/19;0
4009febb800765b661fef7eee44e0f755062da1b7551bcec91eb4a422517945f;7;2019;15/08/19;0;25/08/19;8020,4325;05/09/19;0
ac78268421dc32d7cee87d44cd9da7dc1c578b76fe86f8af62da700c6bd60603;7;2019;15/08/19;56752,9875;25/08/19;56752,9875;05/09/19;56752,98
6c65392df906255b7c79c1b887802bc922f818200db8c76ec53c1a76f5143b47;7;2019;15/08/19;0;25/08/19;114172,275;05/09/19;0
1d4f844fde4a1cd392d8a9f0e8d951eab23640d2ebc8e53bd9d4fe7e31345ae2;7;2019;15/08/19;0;25/08/19;178327,95;05/09/19;0
c487b40198cff7144798ee944048134f16709935dea124b2b28ed244cb568bcf;7;2019;15/08/19;0;25/08/19;92779,2675;05/09/19;0
50899a7c990b481f18a4ef5e1bdfa5f74cead1dbe70f8b0e7b85f49247f7543f;7;2019;15/08/19;0;25/08/19;35061,0525;05/09/19;0
c487b40198cff7144798ee944048134f16709935dea124b2b28ed244cb568bcf;7;2019;15/08/19;0;25/08/19;2785,7475;05/09/19;0
ea71d6b861cca8d73dc2447cf91efd30c23b5432e2f8c60ad45514648b938e4d;7;2019;15/08/19;84419,8275;25/08/19;84419,8275;05/09/19;84419,835
bac2ea73eff76151887853ea0513bcceba99078c5efc7e96d31ae9a3880dd2ed;7;2019;15/08/19;0;25/08/19;242398,9875;05/09/19;0
732b9ab1a0914c5cc3e1c105d33328a31c36242be6af1ee0ce099f5f75b92ca7;7;2019;15/08/19;0;25/08/19;192413,0475;05/09/19;0
5db1cd43f2bfbb2b48f8e0a19c6a0155ba2ab11d61aee1f8e248224b084bd8a8;7;2019;15/08/19;0;25/08/19;22705,3425;05/09/19;0
6e5083d53bf280287e75d646967cfea7a73e04c7a3b349b14ab82af84adc14a0;7;2019;15/08/19;0;25/08/19;50569,4025;05/09/19;0
0b4bfb7277f2d169e7c3b6fd22656e818ac6e1c4ccc8d35dff2ede68fe155425;7;2019;15/08/19;60692,2725;25/08/19;60692,2725;05/09/19;60692,28
a0e3f9c641c8babca15e4e7c8c2e09a9c63f5559adf1847d74b3fe307db9f3aa;7;2019;15/08/19;0;25/08/19;296794,2975;05/09/19;0
4329f65347af6d9e9ea48bfa380843a3581ffd9a42c65270101284e8cabb1b15;7;2019;15/08/19;0;25/08/19;15601,485;05/09/19;0
ef808b6ad3c2e31fdf3da46626f836bb043edc47fa8ee44b9787af75103a1638;7;2019;15/08/19;0;25/08/19;816776,8125;05/09/19;0
2cad427f444c0a78b7528ce4b19d2785717093455a5f7c06a3bb25335a05133a;7;2019;15/08/19;0;25/08/19;17528,4375;05/09/19;0
88d31b93730ed52eb740e5007487a2e9ca48f071d0071eaefaf42e123cb932db;7;2019;15/08/19;0;25/08/19;194790,2775;05/09/19;0
955ea904d2c0dce593d3b5bff11ff99fc9dd25d69aee1b234c31acb060c7a299;7;2019;15/08/19;0;25/08/19;3468,135;05/09/19;0
a88f77fbb1b9bc0c9f4c8a2d650e240c818fba02c7cf37151af6b594c7b519a3;7;2019;15/08/19;0;25/08/19;1261832,1525;05/09/19;0
fd3205080d0d45b09c9162d8a3ca14b61fe0d0c8ad1227d722926767c71b1597;7;2019;15/08/19;116141,1;25/08/19;116141,1;05/09/19;116141,1
bac2ea73eff76151887853ea0513bcceba99078c5efc7e96d31ae9a3880dd2ed;7;2019;15/08/19;0;25/08/19;9077,16;05/09/19;0
e22636de493f4bab61f6d1d3aa1ca9a4ec546165c7b31a54235bb83bd0ef29c6;7;2019;15/08/19;0;25/08/19;103850,3025;05/09/19;0
c36ca8cef2aaa896eda0383a1a1af7df8b084b24e56c1e8c5c386d356ff3689d;7;2019;15/08/19;0;25/08/19;58535,13;05/09/19;0
bac2ea73eff76151887853ea0513bcceba99078c5efc7e96d31ae9a3880dd2ed;7;2019;15/08/19;0;25/08/19;2334,915;05/09/19;0
0ab6396c04f71b461d43bb48b3a7cacffcc09252aacb1bd519cd1f2ba5ba6cbe;7;2019;15/08/19;0;25/08/19;468365,9475;05/09/19;0
f9cfe62241b0a57a1a97429fd7b5239a51a504eee98af5cb145aeb6fabe446d9;6;2019;15/07/19;31902,1425;25/07/19;31902,1425;05/08/19;31902,1425
b6ff24d53c30e7381676dbb2e3d4cbe492739770507128797243995a630fe035;6;2019;15/07/19;168069,57;25/07/19;168069,57;05/08/19;168069,57
2cad427f444c0a78b7528ce4b19d2785717093455a5f7c06a3bb25335a05133a;6;2019;15/07/19;0;25/07/19;34029,0825;05/08/19;0
a255cabc2e42f0bce1cc1636bcdc938064a4b347194cdbb17004586d1124f3bd;6;2019;15/07/19;0;25/07/19;39265,3275;05/08/19;0
b903a20d204cc69d0875dfe63452afaec57ef0debda583e3406c6f7a0146dc14;6;2019;15/07/19;0;25/07/19;35745,525;05/08/19;0
d4600a68a18eb94eb7becb7598a1d3f6f36eada58881fc6eb8249ad82186f047;6;2019;15/07/19;0;25/07/19;153253,5;05/08/19;0
e97c19287cf4f1a566446a72325dc8d51907d537cf1961f3ace747c82da38ade;6;2019;15/07/19;0;25/07/19;367035,135;05/08/19;0
2cad427f444c0a78b7528ce4b19d2785717093455a5f7c06a3bb25335a05133a;6;2019;15/07/19;0;25/07/19;28054,1925;05/08/19;0
719be77d544c78248ed775aa5d8bb1151a6183ff35015d5a123deb4e849dc5c7;6;2019;15/07/19;0;25/07/19;25813,6425;05/08/19;0
fcc0ed74056343fac863f959ebeeedab3fd4a07405b0145931a8106b412355b0;6;2019;15/07/19;0;25/07/19;141339,36;05/08/19;0
1691f36c91ffea1129900da7ea18abbe8b97204f6084723aac3657d9a735d658;6;2019;15/07/19;0;25/07/19;4545,63;05/08/19;0
bac2ea73eff76151887853ea0513bcceba99078c5efc7e96d31ae9a3880dd2ed;6;2019;15/07/19;0;25/07/19;47298,7725;05/08/19;0
1a87e80bd8a7cc465bb011fad11ae51991bf0bd23102c4992c5156c78cf57ccb;6;2019;15/07/19;0;25/07/19;1704432,6225;05/08/19;0
50899a7c990b481f18a4ef5e1bdfa5f74cead1dbe70f8b0e7b85f49247f7543f;6;2019;15/07/19;0;25/07/19;2332547,385;05/08/19;0
a200243480bba58b5829832c266f8d9657994468d5a9bf4513a43789b4cd3422;6;2019;15/07/19;394036,1175;25/07/19;394036,1175;05/08/19;394036,1175
0ab6396c04f71b461d43bb48b3a7cacffcc09252aacb1bd519cd1f2ba5ba6cbe;6;2019;15/07/19;0;25/07/19;7215,0525;05/08/19;0
